Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
274,57.7,24.333333333333336,1,19,3,False,False,True,1
309,29.86,18.5,0,1,1,False,False,True,1
82,74.59,56.333333333333336,0,22,4,False,True,False,0
95,44.28,54.166666666666664,0,0,3,False,False,False,0
200,54.11,36.666666666666664,0,15,0,False,False,True,0
46,18.85,62.333333333333336,0,1,4,False,False,True,0
372,57.86,8.0,0,1,5,False,False,False,1
287,22.33,22.166666666666664,1,19,1,False,False,False,1
254,11.22,27.666666666666664,0,15,4,False,True,False,1
242,48.34,29.666666666666664,0,20,4,False,False,True,1
240,74.72,30.0,1,17,5,False,False,False,1
347,45.07,12.166666666666664,1,17,0,True,False,False,1
361,46.29,9.833333333333336,1,18,5,False,False,True,1
148,37.56,45.33333333333333,0,23,1,True,False,False,0
161,57.68,43.16666666666667,1,18,3,False,False,False,0
145,75.05,45.83333333333333,0,12,2,False,False,True,0
133,57.71,47.83333333333333,0,23,2,False,False,False,0
91,63.35,54.833333333333336,0,1,3,False,True,False,0
102,60.73,53.0,0,12,3,True,False,False,0
95,27.55,54.166666666666664,0,3,6,True,False,False,0
351,25.6,11.5,0,15,0,True,False,False,1
330,73.88,15.0,1,19,4,False,True,False,1
289,61.83,21.833333333333336,0,16,3,False,False,True,1
171,73.32,41.5,1,19,0,False,False,True,0
385,40.81,5.833333333333329,0,16,1,False,False,True,1
305,75.7,19.166666666666664,1,17,2,False,True,False,1
376,59.74,7.333333333333336,0,2,3,False,False,False,1
369,46.38,8.5,1,18,2,True,False,False,1
120,10.86,50.0,0,16,3,False,True,False,0
393,11.25,5.0,0,13,5,False,False,True,1
133,36.26,47.83333333333333,1,18,1,False,True,False,0
316,22.43,17.333333333333336,1,19,6,False,False,True,1
123,21.07,49.5,0,2,5,False,False,True,0
164,32.83,42.66666666666667,0,4,3,False,False,True,0
139,18.72,46.83333333333333,1,17,3,False,False,True,0
351,29.98,11.5,1,19,5,False,False,False,1
102,42.36,53.0,1,17,2,False,False,True,0
148,18.92,45.33333333333333,0,20,2,True,False,False,0
182,35.34,39.66666666666667,0,21,5,False,False,True,0
138,20.73,47.0,0,22,0,False,True,False,0
149,11.0,45.16666666666667,0,1,6,True,False,False,0
68,35.71,58.666666666666664,0,4,3,False,False,False,0
84,55.52,56.0,0,13,1,False,False,True,0
255,68.44,27.5,0,16,5,True,False,False,1
117,17.0,50.5,1,18,1,False,False,True,0
30,29.66,65.0,0,1,2,True,False,False,0
299,63.98,20.166666666666664,0,23,4,False,False,False,1
379,36.8,6.833333333333336,0,2,0,False,False,True,1
327,14.18,15.5,1,17,4,False,False,False,1
230,41.02,31.666666666666664,0,15,4,True,False,False,1
284,56.36,22.666666666666664,0,1,2,False,False,False,1
71,17.04,58.166666666666664,1,19,4,True,False,False,0
277,43.01,23.833333333333336,0,1,5,False,True,False,1
293,42.08,21.166666666666664,0,4,1,True,False,False,1
185,41.19,39.16666666666667,0,1,3,False,False,True,0
298,21.05,20.333333333333336,0,16,4,False,False,False,1
121,24.22,49.83333333333333,0,20,5,True,False,False,0
186,13.43,39.0,0,16,6,True,False,False,0
254,42.3,27.666666666666664,0,3,6,False,False,True,1
335,27.48,14.166666666666664,0,4,3,True,False,False,1
362,46.93,9.666666666666664,1,18,4,False,False,True,1
275,50.07,24.166666666666664,0,4,5,False,True,False,1
355,31.89,10.833333333333336,0,21,4,False,True,False,1
39,54.1,63.5,0,12,0,False,False,False,0
144,72.27,46.0,0,23,4,True,False,False,0
107,20.1,52.16666666666667,1,18,4,False,False,True,0
232,58.38,31.333333333333336,1,19,4,True,False,False,1
123,19.39,49.5,0,0,4,False,False,True,0
205,58.2,35.833333333333336,0,14,4,False,True,False,0
174,28.61,41.0,0,15,2,False,True,False,0
80,14.67,56.666666666666664,0,12,6,False,False,True,0
144,19.7,46.0,0,22,0,False,False,False,0
238,11.2,30.333333333333336,0,15,0,True,False,False,1
258,43.2,27.0,1,17,4,True,False,False,1
54,31.89,61.0,0,0,4,False,False,False,0
301,11.69,19.833333333333336,1,17,2,False,True,False,1
118,11.87,50.33333333333333,0,21,5,False,False,True,0
208,34.06,35.333333333333336,0,22,4,False,False,False,0
356,76.98,10.666666666666664,0,0,2,False,True,False,1
271,51.33,24.833333333333336,0,0,1,False,False,False,1
352,76.38,11.333333333333336,1,17,4,False,False,True,1
85,30.17,55.833333333333336,0,22,4,False,False,True,0
97,67.35,53.83333333333333,1,19,1,True,False,False,0
125,15.54,49.16666666666667,0,3,0,True,False,False,0
332,68.15,14.666666666666664,0,23,5,False,True,False,1
52,21.0,61.333333333333336,0,1,0,False,False,True,0
170,43.46,41.66666666666667,1,19,0,False,True,False,0
279,54.58,23.5,0,20,6,False,False,True,1
182,54.28,39.66666666666667,1,17,0,False,False,True,0
73,15.11,57.833333333333336,0,12,2,False,True,False,0
366,21.88,9.0,1,18,5,True,False,False,1
286,63.58,22.333333333333336,0,23,4,False,False,False,1
175,45.31,40.83333333333333,0,3,6,False,True,False,0
131,41.15,48.16666666666667,0,12,6,True,False,False,0
294,25.99,21.0,0,15,3,False,False,False,1
75,14.5,57.5,1,19,2,False,False,False,0
346,54.14,12.333333333333336,1,17,6,False,False,False,1
166,67.95,42.33333333333333,0,4,1,False,True,False,0
277,15.56,23.833333333333336,0,0,4,False,False,False,1
162,73.54,43.0,0,13,1,True,False,False,0
268,49.52,25.333333333333336,0,21,2,False,False,False,1
227,70.14,32.166666666666664,1,17,5,False,False,False,1
290,24.23,21.666666666666664,0,23,0,False,False,False,1
286,57.0,22.333333333333336,0,14,2,False,False,False,1
284,27.17,22.666666666666664,0,20,4,True,False,False,1
372,11.71,8.0,0,20,0,False,True,False,1
183,43.61,39.5,0,13,2,False,False,False,0
228,63.53,32.0,0,1,4,False,False,False,1
237,36.82,30.5,0,23,6,True,False,False,1
314,46.24,17.666666666666664,0,16,5,False,False,False,1
268,45.35,25.333333333333336,1,17,1,True,False,False,1
49,51.31,61.833333333333336,0,21,3,False,True,False,0
263,74.29,26.166666666666664,0,13,2,False,False,True,1
30,21.29,65.0,0,2,5,False,True,False,0
217,24.22,33.833333333333336,0,12,6,False,True,False,1
174,63.86,41.0,1,18,5,True,False,False,0
300,39.55,20.0,0,16,1,True,False,False,1
159,13.12,43.5,0,22,6,True,False,False,0
44,54.49,62.666666666666664,0,16,2,False,True,False,0
196,34.1,37.333333333333336,0,13,1,True,False,False,0
75,58.43,57.5,0,12,0,False,True,False,0
384,57.63,6.0,0,20,1,True,False,False,1
66,41.49,59.0,1,17,6,False,True,False,0
250,43.19,28.333333333333336,0,16,0,False,False,True,1
83,19.53,56.166666666666664,0,20,0,True,False,False,0
120,26.04,50.0,1,17,2,False,True,False,0
256,26.38,27.333333333333336,0,3,1,False,False,False,1
384,61.76,6.0,0,15,2,False,True,False,1
209,26.13,35.166666666666664,0,3,5,False,True,False,0
192,65.94,38.0,0,13,6,False,True,False,0
59,35.41,60.166666666666664,0,2,5,False,False,True,0
206,78.4,35.666666666666664,0,21,2,False,False,False,0
240,59.69,30.0,0,23,6,False,False,False,1
133,55.24,47.83333333333333,1,19,3,False,False,False,0
86,17.91,55.666666666666664,0,4,4,False,True,False,0
303,40.44,19.5,0,22,4,False,False,False,1
197,51.25,37.166666666666664,1,19,2,True,False,False,0
138,19.89,47.0,0,1,0,False,False,False,0
294,39.32,21.0,0,20,6,False,False,True,1
224,28.72,32.666666666666664,0,12,5,False,False,True,1
330,78.04,15.0,0,20,5,True,False,False,1
297,11.39,20.5,1,17,2,False,True,False,1
167,16.78,42.16666666666667,0,12,2,False,True,False,0
164,31.55,42.66666666666667,0,2,6,False,False,False,0
366,54.1,9.0,0,16,2,False,True,False,1
381,34.1,6.5,0,21,5,True,False,False,1
152,50.69,44.66666666666667,0,1,2,False,False,True,0
300,36.56,20.0,0,16,0,False,False,True,1
208,24.94,35.333333333333336,0,21,1,True,False,False,0
116,56.46,50.66666666666667,0,15,4,False,True,False,0
220,66.76,33.333333333333336,0,0,4,False,False,False,1
308,39.13,18.666666666666664,1,19,2,False,False,True,1
232,71.15,31.333333333333336,0,21,3,False,True,False,1
358,36.04,10.333333333333336,0,4,1,True,False,False,1
283,22.81,22.833333333333336,0,15,2,False,False,True,1
149,74.8,45.16666666666667,0,23,5,False,False,False,0
393,57.55,5.0,1,19,2,False,False,False,1
332,48.27,14.666666666666664,0,21,0,False,False,True,1
298,13.23,20.333333333333336,0,15,2,False,False,False,1
356,25.78,10.666666666666664,1,19,6,False,True,False,1
235,75.57,30.833333333333336,1,18,2,False,True,False,1
81,71.44,56.5,0,2,3,False,False,True,0
50,43.22,61.666666666666664,0,21,4,True,False,False,0
255,24.09,27.5,0,15,6,False,True,False,1
134,72.64,47.66666666666667,1,19,5,True,False,False,0
64,49.7,59.333333333333336,1,19,0,True,False,False,0
247,18.96,28.833333333333336,0,20,0,False,False,False,1
183,52.91,39.5,0,1,5,False,False,True,0
150,56.73,45.0,0,2,0,True,False,False,0
206,17.2,35.666666666666664,0,23,2,False,True,False,0
144,73.27,46.0,1,18,5,True,False,False,0
157,41.36,43.83333333333333,0,22,6,False,False,True,0
85,26.56,55.833333333333336,0,16,6,True,False,False,0
250,21.97,28.333333333333336,0,2,3,False,False,True,1
91,38.83,54.833333333333336,0,12,4,True,False,False,0
128,63.95,48.66666666666667,0,0,3,False,False,False,0
371,40.64,8.166666666666664,0,16,1,True,False,False,1
84,19.14,56.0,0,21,6,False,False,False,0
295,58.03,20.833333333333336,0,22,1,True,False,False,1
381,67.4,6.5,0,12,3,False,False,True,1
269,52.41,25.166666666666664,0,0,3,False,False,True,1
189,36.79,38.5,0,3,0,False,False,True,0
22,36.06,66.33333333333333,0,2,1,False,False,True,0
95,73.75,54.166666666666664,0,20,5,False,False,True,0
397,24.9,5.0,0,15,3,False,True,False,1
179,48.81,40.16666666666667,0,23,5,False,True,False,0
41,55.22,63.166666666666664,0,13,0,True,False,False,0
328,50.36,15.333333333333336,0,21,1,False,False,True,1
360,59.21,10.0,0,12,4,False,False,False,1
351,72.7,11.5,0,1,5,False,False,False,1
315,35.46,17.5,1,18,0,False,False,True,1
224,40.71,32.666666666666664,0,2,3,False,True,False,1
52,13.16,61.333333333333336,0,12,4,False,False,True,0
88,28.94,55.333333333333336,0,2,0,False,True,False,0
58,57.46,60.333333333333336,1,17,6,True,False,False,0
301,17.1,19.833333333333336,0,13,3,False,True,False,1
340,20.68,13.333333333333336,1,19,3,False,False,True,1
102,75.96,53.0,0,15,2,False,False,True,0
313,68.53,17.833333333333336,0,2,1,False,False,True,1
386,57.26,5.666666666666671,0,15,2,False,True,False,1
228,55.0,32.0,0,15,1,False,False,False,1
38,62.07,63.666666666666664,1,18,6,False,False,True,0
103,40.9,52.83333333333333,0,20,5,True,False,False,0
362,77.12,9.666666666666664,0,0,3,False,False,True,1
263,22.73,26.166666666666664,0,0,2,False,True,False,1
334,70.79,14.333333333333336,1,17,3,False,False,True,1
56,45.09,60.666666666666664,0,15,3,False,False,False,0
184,21.75,39.33333333333333,0,20,0,True,False,False,0
257,79.28,27.166666666666664,0,22,2,False,False,True,1
240,43.63,30.0,0,20,6,True,False,False,1
39,63.01,63.5,0,15,0,True,False,False,0
353,31.9,11.166666666666664,0,3,3,False,True,False,1
333,69.95,14.5,0,0,6,False,False,True,1
220,37.87,33.333333333333336,0,15,1,False,False,False,1
277,33.74,23.833333333333336,0,4,1,False,False,True,1
375,75.84,7.5,0,21,5,True,False,False,1
149,71.99,45.16666666666667,0,21,5,False,False,True,0
224,69.25,32.666666666666664,0,4,4,False,True,False,1
300,30.92,20.0,0,15,4,True,False,False,1
282,66.52,23.0,0,21,0,True,False,False,1
347,40.72,12.166666666666664,0,23,6,False,False,True,1
108,73.18,52.0,0,0,6,False,False,True,0
228,78.42,32.0,0,20,6,False,True,False,1
370,76.94,8.333333333333336,0,13,6,True,False,False,1
281,17.31,23.166666666666664,0,3,5,True,False,False,1
289,69.01,21.833333333333336,0,15,3,True,False,False,1
82,19.24,56.333333333333336,0,1,2,True,False,False,0
240,26.17,30.0,1,17,4,False,False,True,1
39,61.88,63.5,0,2,1,False,False,False,0
244,67.33,29.333333333333336,0,12,3,False,False,False,1
146,60.63,45.66666666666667,1,17,5,True,False,False,0
186,26.15,39.0,0,20,3,False,False,True,0
267,51.12,25.5,0,14,5,True,False,False,1
309,46.09,18.5,0,14,0,False,False,False,1
38,73.88,63.666666666666664,0,4,1,False,True,False,0
380,49.44,6.666666666666664,0,16,2,True,False,False,1
295,37.33,20.833333333333336,0,4,3,False,False,True,1
161,76.28,43.16666666666667,0,4,0,True,False,False,0
313,21.32,17.833333333333336,0,23,0,False,False,False,1
69,16.65,58.5,0,14,0,False,True,False,0
380,56.86,6.666666666666664,0,20,1,False,True,False,1
114,79.67,51.0,0,0,0,True,False,False,0
20,12.02,66.66666666666667,0,1,3,False,False,False,0
75,28.31,57.5,0,4,6,False,False,True,0
339,54.2,13.5,0,15,1,False,False,False,1
173,29.0,41.16666666666667,0,16,4,False,False,False,0
191,24.48,38.16666666666667,0,0,6,False,False,True,0
37,65.87,63.833333333333336,0,20,6,False,False,False,0
375,44.2,7.5,0,22,6,False,False,False,1
142,20.57,46.33333333333333,0,13,5,True,False,False,0
238,45.19,30.333333333333336,0,15,4,True,False,False,1
150,52.19,45.0,0,3,3,False,False,False,0
197,21.27,37.166666666666664,0,1,2,False,False,True,0
135,44.38,47.5,0,20,1,False,True,False,0
393,49.15,5.0,0,0,0,False,True,False,1
391,54.49,5.0,0,16,5,False,False,True,1
282,28.83,23.0,0,16,1,True,False,False,1
22,65.18,66.33333333333333,1,18,4,False,False,False,0
66,37.15,59.0,0,12,3,False,False,False,0
37,65.66,63.833333333333336,0,13,3,False,True,False,0
381,79.48,6.5,0,13,3,False,False,True,1
311,59.31,18.166666666666664,0,1,4,True,False,False,1
289,18.98,21.833333333333336,0,13,3,True,False,False,1
316,38.79,17.333333333333336,1,19,6,True,False,False,1
174,15.1,41.0,0,4,5,False,True,False,0
337,63.9,13.833333333333336,0,3,4,False,False,True,1
99,70.37,53.5,1,18,5,True,False,False,0
127,66.1,48.83333333333333,0,1,5,False,False,False,0
232,47.29,31.333333333333336,0,14,2,False,False,False,1
193,27.19,37.833333333333336,0,22,6,False,True,False,0
321,38.07,16.5,1,19,0,False,False,False,1
119,75.0,50.16666666666667,0,22,2,False,False,True,0
318,17.03,17.0,1,18,5,False,False,True,1
258,40.65,27.0,1,18,6,False,True,False,1
159,34.5,43.5,0,3,0,True,False,False,0
324,10.63,16.0,0,14,2,False,False,False,1
277,63.34,23.833333333333336,0,1,5,False,True,False,1
320,51.09,16.666666666666664,1,18,6,False,True,False,1
382,19.98,6.333333333333336,0,1,6,False,False,True,1
229,25.86,31.833333333333336,0,0,3,False,True,False,1
353,63.71,11.166666666666664,0,1,4,True,False,False,1
81,17.81,56.5,0,14,2,False,False,True,0
206,45.2,35.666666666666664,0,2,5,False,False,False,0
112,43.28,51.33333333333333,1,17,4,False,False,False,0
291,21.54,21.5,0,13,2,False,False,False,1
23,19.45,66.16666666666667,1,17,4,True,False,False,0
114,24.88,51.0,0,2,3,False,True,False,0
176,73.37,40.66666666666667,0,0,1,False,False,False,0
260,13.35,26.666666666666664,0,23,4,False,False,False,1
382,16.0,6.333333333333336,1,19,0,False,True,False,1
389,58.43,5.166666666666671,0,13,4,False,True,False,1
260,65.56,26.666666666666664,0,2,1,False,False,True,1
20,40.17,66.66666666666667,0,16,4,False,False,False,0
137,27.56,47.16666666666667,1,17,0,True,False,False,0
254,69.5,27.666666666666664,0,12,2,True,False,False,1
202,33.72,36.333333333333336,0,3,3,True,False,False,0
133,73.91,47.83333333333333,0,4,0,True,False,False,0
285,42.74,22.5,0,15,6,False,True,False,1
382,17.07,6.333333333333336,0,1,2,True,False,False,1
354,36.61,11.0,0,20,1,False,True,False,1
113,10.66,51.16666666666667,1,19,6,False,False,False,0
177,69.76,40.5,0,22,1,True,False,False,0
159,12.09,43.5,0,13,1,True,False,False,0
212,73.37,34.666666666666664,0,21,6,False,True,False,0
391,22.72,5.0,0,4,3,False,False,False,1
60,25.01,60.0,0,1,4,True,False,False,0
59,43.53,60.166666666666664,0,1,5,False,False,False,0
69,55.73,58.5,0,21,6,False,False,True,0
346,76.46,12.333333333333336,1,19,0,False,False,True,1
71,42.61,58.166666666666664,0,21,2,False,True,False,0
21,10.37,66.5,0,1,6,False,True,False,0
334,77.61,14.333333333333336,0,1,5,False,False,True,1
150,16.66,45.0,0,0,5,False,False,True,0
312,62.45,18.0,0,1,3,True,False,False,1
126,33.93,49.0,0,14,5,False,True,False,0
348,28.64,12.0,0,2,1,False,True,False,1
278,54.62,23.666666666666664,0,4,5,False,False,True,1
146,48.38,45.66666666666667,0,20,0,True,False,False,0
21,23.34,66.5,0,16,6,False,False,False,0
276,17.17,24.0,0,20,2,False,False,False,1
295,22.8,20.833333333333336,0,3,0,False,True,False,1
288,39.47,22.0,0,4,1,False,True,False,1
123,64.0,49.5,0,14,5,False,False,False,0
204,41.58,36.0,0,15,6,False,False,False,0
148,76.27,45.33333333333333,0,14,2,False,True,False,0
110,22.93,51.66666666666667,0,16,0,True,False,False,0
86,38.29,55.666666666666664,0,21,2,False,True,False,0
290,74.19,21.666666666666664,0,3,0,False,False,False,1
94,77.39,54.333333333333336,0,1,6,False,False,False,0
21,56.06,66.5,0,12,5,False,True,False,0
161,36.64,43.16666666666667,0,20,3,True,False,False,0
94,15.11,54.333333333333336,0,20,1,True,False,False,0
399,72.97,5.0,0,3,3,False,False,False,1
337,24.25,13.833333333333336,0,2,4,True,False,False,1
152,79.1,44.66666666666667,0,0,6,True,False,False,0
80,41.27,56.666666666666664,0,23,6,False,False,False,0
158,24.46,43.66666666666667,1,18,6,False,False,True,0
110,47.04,51.66666666666667,0,15,6,False,False,True,0
221,38.52,33.166666666666664,1,18,3,False,False,True,1
111,73.93,51.5,0,13,0,True,False,False,0
52,23.91,61.333333333333336,1,18,5,True,False,False,0
323,41.97,16.166666666666664,0,16,2,False,False,False,1
81,45.94,56.5,0,3,4,True,False,False,0
309,54.22,18.5,0,21,4,False,True,False,1
370,18.9,8.333333333333336,0,15,5,False,False,True,1
293,75.1,21.166666666666664,0,13,6,False,False,False,1
278,16.85,23.666666666666664,0,22,2,False,False,False,1
210,63.82,35.0,0,13,1,False,False,True,0
84,38.88,56.0,0,21,6,False,False,True,0
269,16.3,25.166666666666664,0,13,1,False,False,True,1
72,74.83,58.0,0,15,6,True,False,False,0
357,19.27,10.5,1,19,6,False,False,True,1
288,30.12,22.0,0,4,5,False,False,True,1
95,64.19,54.166666666666664,0,3,3,False,False,False,0
156,44.83,44.0,1,18,4,False,True,False,0
289,19.13,21.833333333333336,0,15,1,False,True,False,1
282,17.78,23.0,1,18,3,False,True,False,1
84,36.6,56.0,0,20,5,False,False,False,0
390,67.94,5.0,0,4,2,False,False,True,1
230,50.31,31.666666666666664,0,3,5,True,False,False,1
382,48.37,6.333333333333336,0,22,0,False,False,True,1
333,44.82,14.5,0,21,6,False,False,False,1
243,60.99,29.5,0,22,5,False,True,False,1
386,29.06,5.666666666666671,0,3,6,False,True,False,1
125,77.24,49.16666666666667,0,15,1,False,False,True,0
80,48.88,56.666666666666664,0,0,1,False,True,False,0
270,17.06,25.0,0,3,5,True,False,False,1
265,47.51,25.833333333333336,0,20,1,False,False,True,1
70,64.68,58.333333333333336,0,0,0,True,False,False,0
43,41.3,62.833333333333336,1,18,1,False,False,False,0
129,77.22,48.5,0,2,3,False,False,True,0
377,18.69,7.166666666666664,0,23,4,False,False,False,1
81,16.47,56.5,1,19,5,True,False,False,0
303,44.72,19.5,1,17,5,False,False,True,1
388,14.54,5.333333333333329,0,22,0,True,False,False,1
179,30.68,40.16666666666667,1,18,4,True,False,False,0
101,14.66,53.16666666666667,0,4,5,True,False,False,0
25,69.93,65.83333333333333,1,17,2,False,True,False,0
368,70.25,8.666666666666664,0,2,2,True,False,False,1
198,45.36,37.0,0,23,0,False,False,False,0
159,18.97,43.5,0,22,4,True,False,False,0
202,29.38,36.333333333333336,0,2,3,False,False,True,0
121,43.16,49.83333333333333,0,22,4,True,False,False,0
281,24.79,23.166666666666664,1,17,2,False,True,False,1
182,34.89,39.66666666666667,0,21,2,True,False,False,0
171,58.42,41.5,0,23,5,False,False,False,0
123,53.84,49.5,0,13,2,False,False,True,0
345,53.78,12.5,1,17,6,True,False,False,1
237,35.26,30.5,0,4,5,False,False,True,1
380,53.66,6.666666666666664,0,2,6,False,True,False,1
176,67.97,40.66666666666667,0,4,6,False,True,False,0
192,52.34,38.0,0,12,2,False,True,False,0
80,62.91,56.666666666666664,0,23,1,True,False,False,0
227,24.87,32.166666666666664,0,22,4,False,False,True,1
187,69.41,38.83333333333333,0,0,6,False,True,False,0
392,71.83,5.0,1,17,1,False,False,True,1
263,39.63,26.166666666666664,0,0,1,False,True,False,1
136,43.34,47.33333333333333,0,13,0,False,False,True,0
366,12.33,9.0,0,2,2,False,False,False,1
30,15.2,65.0,0,13,1,False,False,False,0
215,24.46,34.166666666666664,0,16,2,False,False,True,1
106,70.64,52.33333333333333,0,2,3,False,True,False,0
299,23.53,20.166666666666664,0,3,6,False,True,False,1
49,46.7,61.833333333333336,0,15,4,False,True,False,0
332,30.46,14.666666666666664,0,21,3,True,False,False,1
255,64.57,27.5,0,20,0,False,True,False,1
212,67.24,34.666666666666664,1,19,0,False,True,False,0
263,69.99,26.166666666666664,0,0,1,False,False,True,1
279,68.74,23.5,0,13,3,False,False,True,1
189,19.51,38.5,0,4,4,False,True,False,0
31,60.79,64.83333333333333,0,1,3,False,False,False,0
248,24.51,28.666666666666664,0,20,5,False,False,True,1
373,56.2,7.833333333333336,0,4,5,False,True,False,1
43,48.06,62.833333333333336,0,14,5,False,True,False,0
52,56.2,61.333333333333336,0,23,1,False,True,False,0
234,38.13,31.0,0,20,4,False,False,True,1
280,35.5,23.333333333333336,0,3,4,True,False,False,1
86,14.92,55.666666666666664,0,0,3,False,True,False,0
270,45.4,25.0,1,18,4,True,False,False,1
271,75.32,24.833333333333336,0,21,3,False,True,False,1
393,50.7,5.0,0,13,1,False,False,False,1
250,71.39,28.333333333333336,0,16,0,False,False,False,1
189,23.16,38.5,0,1,1,False,True,False,0
139,24.1,46.83333333333333,0,22,6,True,False,False,0
63,66.82,59.5,0,15,5,True,False,False,0
260,52.03,26.666666666666664,0,4,6,False,True,False,1
334,49.91,14.333333333333336,1,17,3,False,False,False,1
251,67.97,28.166666666666664,0,16,1,True,False,False,1
329,69.84,15.166666666666664,0,21,1,True,False,False,1
189,33.04,38.5,0,12,4,False,False,True,0
347,29.5,12.166666666666664,0,20,3,False,False,True,1
285,77.59,22.5,0,1,5,True,False,False,1
266,41.0,25.666666666666664,0,12,2,False,False,True,1
191,66.44,38.16666666666667,0,13,0,False,False,True,0
20,53.11,66.66666666666667,0,16,6,True,False,False,0
266,55.77,25.666666666666664,0,16,3,False,False,False,1
52,32.76,61.333333333333336,0,14,0,False,True,False,0
267,18.16,25.5,1,17,0,True,False,False,1
400,59.99,5.0,0,1,6,False,True,False,1
85,42.54,55.833333333333336,0,4,0,False,True,False,0
157,10.59,43.83333333333333,0,3,6,False,False,True,0
20,72.13,66.66666666666667,0,3,2,False,True,False,0
400,66.16,5.0,0,4,1,False,False,False,1
136,59.13,47.33333333333333,1,18,4,False,False,False,0
391,45.85,5.0,0,22,2,False,False,True,1
75,56.72,57.5,0,21,2,False,True,False,0
98,35.91,53.66666666666667,0,4,4,True,False,False,0
180,20.98,40.0,0,1,1,False,False,True,0
305,67.42,19.166666666666664,1,19,1,False,False,True,1
153,44.49,44.5,0,4,5,True,False,False,0
259,76.08,26.833333333333336,0,22,2,True,False,False,1
82,47.42,56.333333333333336,1,19,5,False,True,False,0
151,64.02,44.83333333333333,1,19,6,False,False,True,0
42,31.76,63.0,1,19,3,True,False,False,0
35,14.15,64.16666666666667,1,18,6,True,False,False,0
215,30.64,34.166666666666664,0,23,4,False,True,False,1
134,24.56,47.66666666666667,0,1,1,False,False,True,0
365,56.42,9.166666666666664,1,17,6,False,False,True,1
85,59.82,55.833333333333336,0,23,2,False,True,False,0
30,43.29,65.0,0,21,4,False,False,False,0
162,51.5,43.0,0,16,1,False,True,False,0
122,55.34,49.66666666666667,0,16,0,False,False,True,0
315,18.0,17.5,0,15,1,True,False,False,1
229,23.86,31.833333333333336,0,20,0,True,False,False,1
392,35.64,5.0,0,16,2,False,True,False,1
290,49.57,21.666666666666664,0,23,4,False,False,True,1
385,43.44,5.833333333333329,0,23,1,False,True,False,1
250,15.11,28.333333333333336,1,19,6,False,False,True,1
399,40.34,5.0,0,15,2,False,True,False,1
75,58.44,57.5,0,21,6,False,False,False,0
75,69.0,57.5,1,17,3,False,False,False,0
252,56.09,28.0,0,23,6,False,False,False,1
207,49.15,35.5,0,1,6,True,False,False,0
340,52.45,13.333333333333336,1,17,1,False,False,True,1
126,76.52,49.0,0,3,3,False,False,False,0
329,67.77,15.166666666666664,0,0,4,False,False,False,1
290,58.62,21.666666666666664,0,21,2,True,False,False,1
247,29.89,28.833333333333336,0,0,4,True,False,False,1
141,73.14,46.5,0,2,6,False,True,False,0
47,37.62,62.166666666666664,1,19,3,True,False,False,0
25,18.83,65.83333333333333,0,22,3,True,False,False,0
168,73.65,42.0,0,21,5,False,True,False,0
85,42.56,55.833333333333336,0,3,1,False,False,False,0
319,32.72,16.833333333333336,0,23,6,False,True,False,1
390,57.77,5.0,0,15,3,False,False,False,1
382,39.52,6.333333333333336,0,20,4,False,True,False,1
373,55.47,7.833333333333336,0,12,2,False,True,False,1
382,38.64,6.333333333333336,1,17,5,False,False,True,1
374,52.92,7.666666666666664,0,3,1,False,False,True,1
341,75.34,13.166666666666664,0,16,4,True,False,False,1
350,12.08,11.666666666666664,0,21,0,True,False,False,1
240,13.73,30.0,0,4,4,False,False,True,1
233,22.67,31.166666666666664,0,1,6,False,True,False,1
225,22.26,32.5,0,23,6,False,False,False,1
318,53.97,17.0,0,13,3,False,False,True,1
303,34.31,19.5,0,12,6,True,False,False,1
58,15.59,60.333333333333336,0,14,5,False,False,False,0
230,77.06,31.666666666666664,0,3,6,False,False,False,1
218,47.45,33.666666666666664,0,3,4,False,True,False,1
320,21.12,16.666666666666664,1,19,4,True,False,False,1
242,65.43,29.666666666666664,0,20,6,True,False,False,1
239,70.6,30.166666666666664,0,20,0,False,False,False,1
328,28.48,15.333333333333336,0,3,1,False,False,True,1
23,69.37,66.16666666666667,1,18,3,False,False,True,0
167,71.76,42.16666666666667,0,2,1,True,False,False,0
114,53.31,51.0,0,1,1,False,True,False,0
247,17.35,28.833333333333336,0,0,5,False,False,False,1
392,36.99,5.0,0,20,5,False,False,True,1
239,21.84,30.166666666666664,0,1,3,True,False,False,1
21,25.13,66.5,0,1,1,False,False,False,0
212,46.73,34.666666666666664,0,1,2,False,False,True,0
304,31.19,19.333333333333336,0,23,6,False,True,False,1
381,33.55,6.5,0,3,2,True,False,False,1
105,33.74,52.5,0,23,0,False,True,False,0
307,64.8,18.833333333333336,1,18,3,True,False,False,1
310,38.91,18.333333333333336,0,22,4,False,False,False,1
48,23.27,62.0,0,2,5,False,False,True,0
79,62.63,56.833333333333336,0,4,4,False,False,True,0
391,19.27,5.0,0,2,6,False,True,False,1
33,40.08,64.5,0,2,4,False,False,False,0
292,16.24,21.333333333333336,0,21,0,False,True,False,1
301,61.13,19.833333333333336,0,3,5,False,False,False,1
349,77.48,11.833333333333336,0,14,4,False,False,True,1
47,18.34,62.166666666666664,0,2,3,False,True,False,0
